Date,Open,High,Low,Close,Adj Close,Volume
2014-07-01,45.310001,45.990002,43.189999,43.230000,36.882767,18661000
2014-08-01,43.080002,44.080002,42.500000,44.060001,37.590904,15398800
2014-09-01,44.250000,44.959999,41.299999,41.900002,36.065727,21844900
2014-10-01,41.419998,41.490002,38.790001,40.230000,34.628258,40660300
2014-11-01,39.730000,42.389999,39.590000,42.139999,36.272305,27194300
2014-12-01,42.320000,42.540001,39.500000,40.480000,35.162365,21972900
2015-01-01,40.270000,44.689999,38.880001,43.970001,38.193901,32876600
2015-02-01,43.560001,44.369999,42.180000,44.110001,38.315510,26524500
2015-03-01,44.270000,44.389999,41.570000,41.709999,36.505386,24197000
2015-04-01,41.730000,45.310001,41.459999,43.820000,38.352093,21273800
2015-05-01,43.509998,45.029999,42.880001,44.150002,38.916924,16031600
2015-06-01,44.049999,45.250000,42.509998,42.959999,37.867966,18580200
2015-07-01,43.520000,45.639999,41.849998,45.330002,39.957058,19194400
2015-08-01,45.919998,46.189999,38.740002,40.310001,35.532078,23427300
2015-09-01,39.380001,41.419998,38.599998,40.779999,36.205868,25626600
2015-10-01,41.070000,45.910000,40.529999,44.450001,39.464226,20410100
2015-11-01,44.610001,44.740002,41.860001,42.849998,38.336384,28782300
2015-12-01,42.840000,44.049999,41.470001,43.119999,38.577946,29504400
2016-01-01,42.230000,44.279999,39.860001,44.270000,39.606815,29275200
2016-02-01,44.000000,44.570000,42.000000,42.820000,38.309547,30753700
2016-03-01,43.619999,46.209999,42.950001,45.180000,40.724846,26287400
2016-04-01,44.480000,47.900002,44.470001,44.860001,40.436409,26706700
2016-05-01,44.910000,46.529999,44.349998,45.560001,41.397770,20917200
2016-06-01,45.720001,47.930000,43.340000,47.910000,43.533073,36489700
2016-07-01,48.259998,48.290001,45.950001,46.810001,42.533573,26198000
2016-08-01,46.549999,47.349998,45.720001,46.459999,42.215542,24232400
2016-09-01,46.709999,48.970001,45.860001,47.400002,43.395687,25847300
2016-10-01,47.540001,48.310001,41.509998,41.669998,38.149754,33090200
2016-11-01,42.240002,42.290001,38.580002,39.980000,36.911888,47825500
2016-12-01,39.389999,40.959999,38.990002,40.700001,37.576630,38343400
2017-01-01,40.349998,42.619999,40.189999,41.110001,37.955170,40330400
2017-02-01,41.000000,48.820000,40.820000,47.480000,43.836323,93093300
2017-03-01,47.520000,50.610001,47.020000,49.340000,45.932571,38059300
2017-04-01,49.230000,51.580002,48.910000,51.340000,47.794453,27671400
2017-05-01,51.290001,56.070000,51.180000,55.619999,51.778870,29063100
2017-06-01,56.099998,56.480000,53.430000,54.119999,50.757755,36462600
2017-07-01,53.840000,57.450001,53.290001,56.990002,53.449459,24111100
2017-08-01,56.849998,58.410000,56.270000,58.209999,54.593662,21102300
2017-09-01,58.529999,59.680000,56.860001,57.959999,54.758175,20297200
2017-10-01,58.000000,60.130001,53.939999,56.650002,53.520546,35705700
2017-11-01,56.549999,57.599998,54.799999,56.480000,53.359928,21033600
2017-12-01,56.040001,56.560001,55.060001,55.340000,52.678326,20982900
2018-01-01,55.189999,57.840000,53.860001,56.470001,53.753971,39075800
2018-02-01,57.520000,57.860001,51.380001,51.599998,49.118202,26523700
2018-03-01,50.910000,56.080002,50.740002,55.560001,53.333221,24219900
2018-04-01,55.389999,56.939999,53.730000,55.970001,53.726795,18218500
2018-05-01,55.500000,56.639999,53.470001,55.279999,53.064442,17263100
2018-06-01,55.450001,55.930000,53.320000,55.279999,53.541302,19936000
2018-07-01,54.799999,57.270000,54.310001,57.009998,55.216892,12984800
2018-08-01,57.110001,58.070000,55.189999,56.869999,55.081295,14482000
2018-09-01,55.790001,56.490002,54.310001,54.970001,53.667591,12680500
2018-10-01,55.290001,55.369999,51.560001,52.980000,51.724739,24484100
2018-11-01,53.150002,55.110001,52.820000,54.290001,53.003704,25101300
2018-12-01,54.180000,55.060001,50.799999,52.250000,51.447758,28955600
2019-01-01,52.040001,53.189999,51.320000,52.599998,51.792381,21023700
2019-02-01,53.230000,55.689999,52.660000,53.230000,52.412708,20437200
2019-03-01,52.860001,58.090000,52.660000,57.720001,57.296371,24186500
2019-04-01,57.450001,60.910000,56.810001,60.799999,60.353764,15100300
2019-05-01,60.820000,62.150002,59.529999,60.910000,60.462955,17724200
2019-06-01,61.259998,63.450001,60.959999,61.970001,61.970001,13417900
2019-07-01,62.259998,64.099998,59.619999,60.119999,60.119999,12164000
2019-08-01,60.169998,60.820000,59.619999,59.869999,59.869999,1460700
